City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
662,Bousso,TD,75.0,light rain,10.4795,16.7117,
664,Pitimbu,BR,73.99,moderate rain,-7.4706,-34.8086,Reserva do Abiaí
665,Shache,CN,77.72,overcast clouds,38.4167,77.2406,Delong Hotel
666,Bouza,NE,75.51,light rain,14.4229,6.0428,
668,Bull Savanna,JM,82.51,scattered clouds,17.8868,-77.5902,Big Red's
669,Sabha,LY,88.29,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
673,Sao Jose Da Coroa Grande,BR,76.6,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
675,Am Timan,TD,75.04,moderate rain,11.0297,20.2827,Palais du chef Canton Salamt
676,Princes Town,TT,84.47,overcast clouds,10.2667,-61.3833,Ronadl barreto
677,Khor,RU,73.2,clear sky,47.8861,134.9464,Gostinitsa Deksi
678,Kirkwood,US,81.52,broken clouds,38.5834,-90.4068,"Holiday Inn St Louis SW - Route 66, an IHG Hotel"
679,Canto Do Buriti,BR,83.75,scattered clouds,-8.11,-42.9444,Novo Hotel
683,Warangal,IN,79.12,overcast clouds,18.0,79.5833,Capital O 66968 Haveli The Landmark
