City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
344,Polohy,47.4844,36.2536,70.32,45,39,11.95,UA,scattered clouds
345,San Rafael,-34.6177,-68.3301,57.61,33,100,6.49,AR,overcast clouds
346,Maridi,4.9158,29.4742,66.42,96,100,3.94,SS,overcast clouds
347,Tutoia,-2.7619,-42.2744,80.31,79,95,13.49,BR,overcast clouds
348,Pokhara,28.2333,83.9833,71.91,93,99,0.76,NP,moderate rain
349,Borovoy,55.4333,86.0833,65.48,88,40,4.47,RU,scattered clouds
350,Phalodi,27.1333,72.3667,83.46,74,100,15.82,IN,overcast clouds
351,Muisne,0.6,-80.0333,75.83,83,95,10.2,EC,overcast clouds
352,Ushtobe,45.2514,77.9838,69.01,49,36,8.12,KZ,scattered clouds
353,Benjamin Constant,-4.3831,-70.0311,87.93,66,20,4.61,BR,few clouds
354,George,-33.963,22.4617,49.55,76,75,10.36,ZA,broken clouds
355,Paragominas,-2.9667,-47.4833,78.01,75,83,6.44,BR,broken clouds
356,Sao Francisco,-15.9486,-44.8644,76.28,27,0,5.32,BR,clear sky
357,Vila Franca Do Campo,37.7167,-25.4333,72.01,83,24,4.85,PT,few clouds
358,Brokopondo,4.75,-55.1667,78.24,82,42,5.77,SR,scattered clouds
359,Kodaikanal,10.2333,77.4833,57.0,84,97,1.43,IN,overcast clouds
360,Marzuq,14.4,46.4667,79.59,58,53,15.66,YE,light rain
361,Gan Yavne,31.7874,34.7066,80.42,83,39,2.84,IL,scattered clouds
362,Hampton,37.0299,-76.3452,89.02,55,0,6.91,US,clear sky
363,Nassau,40.7507,-73.5829,89.83,40,75,9.22,US,broken clouds
364,Lucea,18.451,-78.1736,85.86,75,30,12.41,JM,scattered clouds
365,Chabahar,25.2919,60.643,81.43,85,79,5.44,IR,broken clouds
366,Bell Ville,-32.6259,-62.6887,61.66,34,66,7.34,AR,broken clouds
367,Bordighera,43.7806,7.6645,82.15,62,1,5.59,IT,clear sky
368,Cananeia,-25.0147,-47.9267,59.47,76,6,3.22,BR,clear sky
369,Grindavik,63.8424,-22.4338,49.95,87,75,10.36,IS,broken clouds
370,Jumla,29.2747,82.1838,62.01,95,100,1.07,NP,overcast clouds
371,Mbanza-Ngungu,-5.25,14.8667,68.63,73,0,11.79,CD,clear sky
372,Norden,53.6,7.2,64.94,79,100,2.77,DE,overcast clouds
373,Kibre Mengist,5.8833,38.9833,59.99,85,100,2.06,ET,overcast clouds
374,Tekkali,18.6167,84.2333,80.28,87,98,4.76,IN,overcast clouds
375,Qaqortoq,60.7167,-46.0333,44.92,89,15,5.84,GL,few clouds
376,Dronninglund,57.1604,10.2929,62.78,75,65,8.21,DK,broken clouds
377,Agara,42.0376,43.8238,65.79,82,57,2.37,GE,broken clouds
378,Puerto Del Rosario,28.5004,-13.8627,74.95,83,40,12.66,ES,scattered clouds
379,Bellevue,47.6104,-122.2007,99.95,40,0,10.36,US,clear sky
380,Peniche,39.3558,-9.3811,69.3,91,0,8.63,PT,clear sky
381,Llandrindod Wells,52.2416,-3.3787,63.95,98,100,9.93,GB,heavy intensity rain
382,Sorland,67.667,12.6934,57.06,75,7,12.19,NO,clear sky
383,Pirenopolis,-15.8525,-48.9592,75.69,32,0,0.94,BR,clear sky
384,Khromtau,50.2503,58.4347,61.12,79,28,7.05,KZ,scattered clouds
385,Mandera,3.9366,41.867,78.51,57,51,21.5,KE,broken clouds
386,Pustoshka,56.3355,29.369,52.21,77,39,2.39,RU,scattered clouds
387,Oum Hadjer,13.2954,19.6966,83.55,57,90,4.52,TD,overcast clouds
388,Saint-Francois,46.4154,3.9054,65.64,68,0,1.14,FR,clear sky
389,Ormara,25.2088,64.6357,80.96,84,100,19.71,PK,overcast clouds
390,Kedrovyy,56.1667,91.8167,61.21,98,99,3.91,RU,overcast clouds
391,Karakol,42.4907,78.3936,56.84,79,93,2.82,KG,overcast clouds
392,Assai,-23.3733,-50.8414,66.06,38,5,3.91,BR,clear sky
393,Porto Walter,-8.2686,-72.7439,84.67,57,55,0.72,BR,broken clouds
394,Pisco,-13.7,-76.2167,64.45,72,0,6.91,PE,clear sky
395,Kutum,14.2,24.6667,76.48,64,89,8.39,SD,moderate rain
396,Lejanias,3.5251,-74.0216,74.43,92,95,1.66,CO,overcast clouds
397,Uni,57.7535,51.4923,64.0,71,100,2.86,RU,overcast clouds
398,Svetlyy,54.675,20.1347,63.97,80,100,8.93,RU,overcast clouds
399,Eyemouth,55.8713,-2.0901,59.81,86,100,8.93,GB,overcast clouds
400,Asandh,29.5167,76.6,79.95,85,95,2.26,IN,heavy intensity rain
401,Ascension,30.2169,-90.9001,87.01,79,0,0.0,US,clear sky
402,Maiduguri,11.8464,13.1603,72.43,84,100,7.27,NG,overcast clouds
403,Adrar,20.5022,-10.0711,93.33,32,44,9.84,MR,scattered clouds
404,Dhidhdhoo,6.8833,73.1,80.53,82,100,17.58,MV,overcast clouds
405,Lethem,3.3803,-59.7968,75.25,90,87,4.79,GY,overcast clouds
406,Minab,27.1467,57.0801,88.12,70,100,0.0,IR,overcast clouds
407,Belyy Yar,53.6039,91.3903,60.85,88,0,4.47,RU,light rain
408,Mantua,45.1667,10.7833,78.04,72,1,3.0,IT,clear sky
409,Camargo,27.6667,-105.1667,91.53,21,25,17.34,MX,scattered clouds
410,Kemijarvi,66.7131,27.4306,47.3,96,100,5.46,FI,overcast clouds
411,Umm Kaddadah,13.6017,26.6876,87.12,47,40,11.39,SD,scattered clouds
412,Kovdor,67.5662,30.4758,46.99,99,100,3.27,RU,overcast clouds
413,Dabat,12.9842,37.765,53.37,93,100,3.15,ET,overcast clouds
414,Hambantota,6.1241,81.1185,79.07,85,100,14.76,LK,overcast clouds
415,Kindu,-2.95,25.95,72.07,84,73,1.19,CD,light rain
416,Gat,31.61,34.7642,79.48,100,57,3.0,IL,broken clouds
417,Dudinka,69.4058,86.1778,47.62,73,97,17.83,RU,overcast clouds
418,Talnakh,69.4865,88.3972,47.21,76,78,16.64,RU,broken clouds
419,Nosy Varika,-20.5833,48.5333,64.94,92,18,4.09,MG,few clouds
420,Umarizal,-5.9906,-37.8144,79.11,65,95,11.48,BR,overcast clouds
421,General Pico,-35.6566,-63.7568,58.01,36,100,4.54,AR,overcast clouds
422,Morondava,-20.2833,44.2833,69.12,84,19,5.97,MG,light rain
423,Kibala,9.1104,18.3463,71.96,96,100,3.53,TD,light rain
424,Saint-Augustin,51.226,-58.6502,68.54,68,84,14.65,CA,broken clouds
425,Saint-Joseph,-21.3667,55.6167,70.11,80,53,12.55,RE,light rain
426,Arkhangelsk,64.5401,40.5433,57.31,100,20,4.47,RU,few clouds
427,Monte Mor,-22.9467,-47.3158,62.26,63,0,10.36,BR,clear sky
428,Rio Grande,-32.035,-52.0986,52.95,72,0,5.23,BR,clear sky
429,Abbeville,50.1,1.8333,66.25,96,59,6.02,FR,broken clouds
430,Wawa,9.9022,4.4192,74.5,88,60,4.36,NG,light rain
431,Grand-Lahou,5.1367,-5.0242,74.97,85,99,9.48,CI,overcast clouds
432,Butembo,0.15,29.2833,55.47,96,17,2.44,CD,few clouds
433,Zhezkazgan,47.8043,67.7144,64.71,76,14,7.7,KZ,few clouds
434,Verenchanka,48.5465,25.7453,64.65,89,100,3.2,UA,overcast clouds
435,Pombas,17.1503,-25.0201,74.57,78,96,7.7,CV,overcast clouds
436,Liverpool,53.4106,-2.9779,65.28,92,75,8.05,GB,light intensity drizzle rain
437,Statesboro,32.4488,-81.7832,94.53,43,75,9.22,US,broken clouds
438,Ipojuca,-8.3989,-35.0639,75.11,88,100,6.08,BR,overcast clouds
439,Ngaoundere,7.3167,13.5833,62.98,98,100,3.18,CM,overcast clouds
440,Muzhi,65.3667,64.6667,48.42,79,10,7.18,RU,clear sky
441,Berlevag,70.8578,29.0864,50.0,93,100,16.11,NO,overcast clouds
442,Killin,33.6123,-91.7412,75.29,94,75,5.75,US,thunderstorm with light rain
443,Sistranda,63.7256,8.834,55.36,80,100,4.74,NO,overcast clouds
444,Dagda,56.0951,27.5372,52.02,74,71,1.54,LV,broken clouds
445,Mitsamiouli,-11.3847,43.2844,75.42,76,0,5.7,KM,clear sky
446,Gornopravdinsk,60.05,69.9,61.02,88,42,6.06,RU,light rain
447,Businga,3.3333,20.8833,71.69,95,100,1.25,CD,overcast clouds
448,Quelimane,-17.8786,36.8883,66.15,94,20,0.0,MZ,few clouds
449,Rudnichnyy,59.617,52.4703,58.05,81,47,1.86,RU,scattered clouds
450,Tazovskiy,67.4667,78.7,42.76,82,1,14.63,RU,clear sky
451,Abrau-Dyurso,44.69,37.59,71.06,55,9,11.41,RU,clear sky
452,Acarau,-2.8856,-40.12,78.93,80,92,14.5,BR,overcast clouds
453,Saint-Georges,12.0564,-61.7485,83.88,74,20,17.27,GD,few clouds
454,Odweyne,9.4092,45.064,73.89,50,65,16.89,SO,broken clouds
455,Manali,13.1667,80.2667,84.07,88,69,8.93,IN,broken clouds
456,Kokstad,-30.5472,29.4241,49.23,91,98,1.99,ZA,light rain
457,Bara,10.3744,10.7288,70.93,89,100,4.54,NG,overcast clouds
458,Divnomorskoye,44.5011,38.1353,75.83,68,0,7.38,RU,clear sky
459,Moura,38.1401,-7.4486,78.91,34,0,6.76,PT,clear sky
460,Sakhnovshchyna,49.1517,35.872,62.44,63,35,7.45,UA,scattered clouds
461,Shakawe,-18.3667,21.85,58.84,25,0,5.41,BW,clear sky
462,Masyaf,35.0653,36.3406,72.7,61,0,6.78,SY,clear sky
463,Kortkeros,61.8106,51.5806,64.4,54,99,0.38,RU,overcast clouds
464,Esik,43.3552,77.4525,63.82,67,100,2.91,KZ,overcast clouds
465,Qasigiannguit,68.8193,-51.1922,48.45,92,100,6.67,GL,light rain
466,Raga,8.4596,25.678,68.86,96,93,4.63,SS,overcast clouds
467,Imbituba,-28.24,-48.6703,54.09,85,1,1.72,BR,clear sky
468,Villa Bruzual,9.3328,-69.1208,81.97,82,32,2.51,VE,scattered clouds
469,Vazante,-17.9869,-46.9078,74.28,37,30,5.79,BR,scattered clouds
470,Ambatofinandrahana,-20.55,46.8,55.0,83,68,3.0,MG,broken clouds
471,Tabuk,17.4189,121.4443,74.28,89,100,2.28,PH,overcast clouds
472,Aketi,2.7388,23.7833,69.39,99,85,1.07,CD,moderate rain
473,Sfantu Gheorghe,45.8667,25.7833,68.27,94,48,0.85,RO,light rain
474,Melfi,40.9965,15.6514,69.03,85,13,2.26,IT,few clouds
475,Baghdad,33.3406,44.4009,98.13,11,1,8.16,IQ,clear sky
476,Oranjestad,12.524,-70.027,80.49,83,57,20.78,AW,broken clouds
477,Liberia,6.5,-9.5,69.31,93,34,2.57,LR,scattered clouds
478,Albany,42.6001,-73.9662,80.58,51,24,10.65,US,few clouds
479,Tsaratanana,-16.7833,47.65,65.1,78,28,9.66,MG,scattered clouds
480,Mattru,7.6244,-11.8332,72.46,84,97,2.82,SL,overcast clouds
481,Aden,12.7794,45.0367,84.13,79,6,7.09,YE,clear sky
482,Cairo,30.0626,31.2497,83.16,51,0,3.44,EG,clear sky
483,Lamu,-2.2717,40.902,73.62,86,20,14.07,KE,few clouds
484,Manono,-7.3,27.4167,76.57,37,6,1.95,CD,clear sky
485,Alexandria,31.2156,29.9553,79.07,70,0,7.67,EG,clear sky
486,Tekeli,44.83,78.8239,59.54,69,94,7.4,KZ,overcast clouds
487,Beterou,9.1992,2.2586,71.44,96,82,3.29,BJ,moderate rain
488,Hamilton,39.1834,-84.5333,84.07,49,0,4.61,US,clear sky
489,Tromso,69.6496,18.957,57.38,62,0,0.0,NO,clear sky
490,Madimba,-10.4,40.3333,70.77,87,16,3.65,TZ,few clouds
491,Matagami,49.7502,-77.6328,69.91,68,100,11.5,CA,overcast clouds
492,Outjo,-20.1167,16.15,54.45,32,1,7.76,NA,clear sky
493,Pangnirtung,66.1451,-65.7125,60.8,59,100,19.57,CA,overcast clouds
494,Frolovo,49.7713,43.6622,64.38,71,91,8.14,RU,overcast clouds
495,Moju,-1.8839,-48.7689,74.17,98,99,2.57,BR,moderate rain
496,Matviyivka,47.0747,35.1444,70.63,43,8,11.12,UA,clear sky
497,Tambacounda,13.7539,-13.7586,75.7,91,100,7.61,SN,moderate rain
498,Berbera,10.4396,45.0143,90.5,42,2,21.56,SO,clear sky
499,Banyo,6.75,11.8167,62.87,96,100,2.91,CM,overcast clouds
500,Joue-Les-Tours,47.3522,0.6691,75.65,61,0,4.61,FR,clear sky
501,Alegrete,-29.7831,-55.7919,53.46,70,21,4.41,BR,few clouds
502,Polyarnyy,69.1989,33.4478,52.39,95,98,11.95,RU,overcast clouds
503,Ambilobe,-13.2,49.05,65.93,83,0,4.27,MG,clear sky
504,Kamina,-8.7386,24.9906,67.8,44,20,4.52,CD,few clouds
505,Siyabuswa,-25.1132,29.0445,58.75,38,8,1.25,ZA,clear sky
506,Quatre Cocos,-20.2078,57.7625,70.09,72,50,17.67,MU,scattered clouds
507,Fernandina Beach,30.6697,-81.4626,93.22,71,0,16.11,US,clear sky
508,Portmore,17.9702,-76.8672,89.06,72,40,18.41,JM,scattered clouds
509,Sept-Iles,50.2001,-66.3821,69.8,70,75,6.91,CA,broken clouds
510,Jutai,-5.1833,-68.9,81.48,68,100,1.36,BR,overcast clouds
511,Salinas,36.6777,-121.6555,79.99,63,40,13.8,US,scattered clouds
512,Carmaux,44.051,2.158,73.67,58,0,2.86,FR,clear sky
513,Acurenam,1.0322,10.6488,65.68,99,54,3.62,GQ,broken clouds
514,Grajewo,53.6473,22.4554,61.7,76,100,9.19,PL,overcast clouds
515,Kamennomostskiy,44.2983,40.1856,69.06,66,8,4.45,RU,clear sky
516,Manadhoo,5.7667,73.3833,79.12,84,100,18.16,MV,moderate rain
517,Calarasi,47.2544,28.3081,71.31,54,59,6.44,MD,broken clouds
518,Snezhnogorsk,69.1933,33.2531,51.58,96,98,11.72,RU,overcast clouds
519,Talas,38.6908,35.5538,59.67,59,0,4.61,TR,clear sky
520,Nitra,48.3076,18.0845,66.34,88,90,11.83,SK,overcast clouds
521,Kattivakkam,13.2167,80.3167,84.07,88,71,9.78,IN,broken clouds
522,Valparaiso,-33.0393,-71.6273,56.84,90,75,9.22,CL,broken clouds
523,Tiznit,29.5833,-9.5,88.66,21,0,2.1,MA,clear sky
524,Mayor Pablo Lagerenza,-19.9309,-60.7718,74.34,34,3,5.95,PY,clear sky
525,Curuca,-0.7289,-47.8481,76.15,91,100,5.32,BR,moderate rain
526,Krasnoborsk,61.5598,45.934,57.4,96,82,0.83,RU,broken clouds
527,San Cristobal,7.7669,-72.225,78.98,60,76,5.14,VE,broken clouds
528,Lodwar,3.1191,35.5973,81.39,44,24,3.53,KE,few clouds
529,Bingol,38.8847,40.4939,73.0,21,0,2.95,TR,clear sky
530,Sarankhola,22.3082,89.7897,80.28,90,99,5.41,BD,overcast clouds
531,Puerto Narino,-3.7703,-70.3831,81.73,73,57,0.27,CO,broken clouds
532,Toamasina,-18.1667,49.3833,66.87,88,27,3.69,MG,scattered clouds
533,Ostrovnoy,68.0531,39.5131,57.4,91,66,7.94,RU,broken clouds
534,Berea,41.3662,-81.8543,81.39,57,0,8.05,US,clear sky
535,Ahar,38.4774,47.0699,67.42,67,63,3.33,IR,light rain
536,Sangmelima,2.9333,11.9833,65.98,99,43,2.86,CM,scattered clouds
537,Goundam,16.4145,-3.6708,90.0,44,22,7.25,ML,few clouds
538,Koboko,3.4136,30.9599,62.83,94,100,3.67,UG,overcast clouds
539,Aktas,49.7789,72.9608,53.35,75,100,4.54,KZ,overcast clouds
540,Machali,-34.1833,-70.6667,49.28,87,75,4.61,CL,haze
541,Kyabe,9.4515,18.9449,72.1,93,83,3.44,TD,broken clouds
542,Centralia,46.7162,-122.9543,97.86,36,0,4.61,US,clear sky
543,Puerto Madryn,-42.7692,-65.0385,49.26,54,7,7.07,AR,clear sky
544,Aksarka,66.5606,67.7975,45.18,85,6,8.14,RU,clear sky
545,Opatija,45.3392,14.3083,72.18,67,4,5.86,HR,clear sky
546,Andros Town,24.7,-77.7667,87.76,70,5,17.83,BS,clear sky
547,Conakry,9.538,-13.6773,78.22,75,26,8.77,GN,scattered clouds
548,Riyadh,24.6877,46.7219,93.34,45,96,8.61,SA,overcast clouds
549,Pozo Colorado,-23.4923,-58.7972,63.84,25,2,4.18,PY,clear sky
550,Santa Maria Da Vitoria,-13.3947,-44.1886,78.26,22,20,4.27,BR,few clouds
551,Barreirinhas,-2.7469,-42.8264,78.82,81,83,7.54,BR,broken clouds
552,Nelspruit,-25.4745,30.9703,62.89,51,5,1.14,ZA,clear sky
553,Bolpur,23.6667,87.7167,86.02,71,100,8.63,IN,overcast clouds
554,Camacha,33.0833,-16.3333,67.42,83,40,14.97,PT,scattered clouds
555,Grootfontein,-19.5667,18.1167,53.17,37,2,3.44,NA,clear sky
556,El Transito,13.35,-88.35,94.66,61,94,4.38,SV,overcast clouds
557,Panjab,34.388,67.0233,56.14,51,27,5.1,AF,scattered clouds
558,Olafsvik,64.8945,-23.7142,49.53,68,4,10.0,IS,clear sky
559,Paita,-5.0892,-81.1144,65.98,81,12,17.72,PE,few clouds
560,Umm Lajj,25.0213,37.2685,88.2,46,77,8.03,SA,broken clouds
561,Yambio,4.5721,28.3955,66.9,94,100,4.07,SS,overcast clouds
562,Westport,41.1415,-73.3579,88.09,46,20,11.5,US,few clouds
563,Rivadavia,-33.1905,-68.4608,60.89,30,82,8.59,AR,broken clouds
564,Janakpur,26.7183,85.9065,79.77,89,100,3.6,NP,overcast clouds
565,Chimbote,-9.0853,-78.5783,64.78,77,58,10.56,PE,broken clouds
566,Surovikino,48.6078,42.8486,73.85,51,73,9.53,RU,broken clouds
567,Yabelo,4.8833,38.0833,61.38,66,100,5.06,ET,light rain
568,Cap-Aux-Meules,47.3821,-61.8597,73.45,68,40,9.22,CA,scattered clouds
569,Vigrestad,58.5667,5.7,60.89,84,100,12.06,NO,overcast clouds
570,Ilebo,-4.3167,20.5833,73.89,48,23,1.48,CD,few clouds
571,Gore,-46.1028,168.9436,39.87,92,99,7.49,NZ,overcast clouds
572,Jeremie,18.65,-74.1167,84.49,70,21,4.16,HT,few clouds
573,Falmouth,50.1544,-5.0711,63.5,100,100,10.36,GB,mist
574,Tarko-Sale,64.9225,77.785,51.12,65,0,16.4,RU,clear sky
575,Monforte De Lemos,42.5216,-7.5142,73.56,95,0,2.57,ES,clear sky
576,Skagen,57.7209,10.5839,64.54,78,94,10.87,DK,overcast clouds
577,Stephenville Crossing,48.5,-58.4318,66.33,88,75,18.41,CA,broken clouds
578,Hulyaypole,47.6653,36.2578,69.15,47,42,10.63,UA,scattered clouds
579,Rosetta,31.4044,30.4164,78.49,72,0,11.88,EG,clear sky
580,Uniao,-4.5858,-42.8642,77.74,71,86,2.64,BR,moderate rain
581,Ginir,7.1333,40.7,59.54,73,47,8.21,ET,scattered clouds
582,Luanda,-8.8368,13.2343,69.8,88,75,9.22,AO,broken clouds
583,Bongandanga,1.5,21.05,72.3,84,100,3.49,CD,overcast clouds
584,Apiai,-24.5094,-48.8425,52.09,63,3,2.62,BR,clear sky
585,Uricani,45.3373,23.1524,61.86,94,100,3.78,RO,overcast clouds
586,Nisia Floresta,-6.0911,-35.2086,79.18,97,100,6.31,BR,overcast clouds
587,Maxixe,-23.8597,35.3472,64.65,81,1,6.78,MZ,clear sky
588,Harper,4.375,-7.7169,74.55,80,18,7.61,LR,few clouds
589,Puerto Gaitan,4.3133,-72.0816,82.56,74,81,3.31,CO,broken clouds
590,Koslan,63.4564,48.8989,61.93,83,98,4.59,RU,overcast clouds
591,Tahoua,14.8888,5.2692,78.31,64,100,18.23,NE,overcast clouds
592,Waddan,29.1614,16.139,82.89,48,0,17.18,LY,clear sky
593,Agirish,61.9247,63.0231,63.63,92,100,7.61,RU,light rain
594,Chachapoyas,-6.2317,-77.869,64.94,52,23,2.75,PE,few clouds
595,Ilo,-17.6394,-71.3375,60.67,76,49,4.05,PE,scattered clouds
596,Kisangani,0.5167,25.2,70.16,98,96,1.9,CD,overcast clouds
597,Tanhacu,-14.0214,-41.2481,76.62,30,1,3.51,BR,clear sky
598,Concepcion Del Uruguay,-32.4825,-58.2372,57.25,69,11,6.67,AR,few clouds
599,Inta,66.0317,60.1659,55.47,85,67,9.48,RU,broken clouds
600,Bandundu,-3.3167,17.3667,82.54,38,9,2.19,CD,clear sky
601,Debre Tabor,11.85,38.0167,51.26,88,54,2.19,ET,light rain
602,Wexford,52.3342,-6.4575,63.9,96,100,11.01,IE,overcast clouds
603,West Warwick,41.6969,-71.5219,86.38,46,20,10.36,US,few clouds
604,Andros,37.8333,24.9333,79.74,53,0,1.99,GR,clear sky
605,Port Jervis,41.3751,-74.6927,84.88,46,0,9.13,US,clear sky
606,Yarmouth,41.7057,-70.2286,88.14,52,0,8.05,US,clear sky
607,Nantucket,41.2835,-70.0995,84.25,65,0,13.8,US,clear sky
608,Upington,-28.4478,21.2561,44.98,70,48,3.44,ZA,scattered clouds
609,Benguela,-12.5763,13.4055,66.58,88,12,4.03,AO,few clouds
610,General Roca,-39.0333,-67.5833,50.63,50,99,7.02,AR,overcast clouds
611,Sharjah,25.3573,55.4033,93.18,58,0,5.75,AE,clear sky
612,Dapaong,10.8639,0.205,78.96,73,100,4.03,TG,overcast clouds
613,Stornoway,58.2093,-6.3865,51.93,87,85,3.44,GB,overcast clouds
614,Bar Harbor,44.3876,-68.2039,79.65,50,20,9.22,US,few clouds
615,Aranos,-24.1333,19.1167,49.48,36,36,9.1,NA,scattered clouds
616,Teguise,29.0605,-13.564,70.02,78,20,16.11,ES,few clouds
617,Dunbar,38.3606,-81.7374,81.05,66,75,3.44,US,broken clouds
618,Seydi,39.4816,62.9137,82.98,26,0,8.21,TM,clear sky
619,Boa Vista,2.8197,-60.6733,78.78,83,20,1.14,BR,few clouds
620,Kroonstad,-27.6504,27.2349,49.93,46,82,4.47,ZA,broken clouds
621,Asosa,10.0667,34.5333,59.79,98,49,0.94,ET,light rain
622,Kidal,18.4411,1.4078,86.31,39,70,15.32,ML,broken clouds
623,Laguna,38.421,-121.4238,98.31,43,0,9.22,US,clear sky
624,San Pedro,14.35,121.0167,78.26,92,40,1.14,PH,scattered clouds
625,Rodrigues Alves,-7.738,-72.6509,88.0,60,63,3.29,BR,broken clouds
626,Luangwa,-15.6167,30.4167,60.21,54,0,2.68,ZM,clear sky
627,Skierniewice,51.9548,20.1584,60.67,96,100,9.91,PL,light rain
628,Abha,18.2164,42.5053,69.62,77,0,0.0,SA,clear sky
629,Berwick,41.0545,-76.2333,87.37,48,0,5.66,US,clear sky
630,Nowogard,53.6744,15.1163,63.45,72,0,4.61,PL,clear sky
631,Sekondi,4.937,-1.7128,73.99,82,72,9.35,GH,broken clouds
632,Millinocket,45.6573,-68.7098,77.11,50,0,12.66,US,clear sky
633,Batetskiy,58.6461,30.3027,57.2,73,100,2.48,RU,overcast clouds
634,Uspenka,48.3903,39.1619,67.24,53,63,7.25,UA,broken clouds
635,Maracaibo,10.6317,-71.6406,86.65,58,6,14.27,VE,clear sky
636,Guarapari,-20.6667,-40.4975,68.9,72,100,8.79,BR,overcast clouds
637,Palmas De Monte Alto,-14.2672,-43.1619,77.58,20,1,1.9,BR,clear sky
638,Ippy,6.2679,21.2247,69.35,98,100,2.73,CF,overcast clouds
639,Begunitsy,59.5855,29.3176,50.59,97,3,5.14,RU,clear sky
640,Ostersund,63.1792,14.6357,61.25,63,20,8.05,SE,few clouds
641,Maniwaki,46.3834,-75.966,75.58,50,89,6.91,CA,overcast clouds
642,Ayia Galini,35.1,24.6833,76.39,56,0,7.65,GR,clear sky
643,Mufulira,-12.5498,28.2407,59.11,43,4,3.09,ZM,clear sky
644,Paracatu,-17.2222,-46.8747,74.37,32,17,2.77,BR,few clouds
645,Kudahuvadhoo,2.6708,72.8944,78.58,84,100,16.64,MV,very heavy rain
646,Plettenberg Bay,-34.0527,23.3716,51.69,82,30,11.34,ZA,light rain
647,Salto,-31.3833,-57.9667,53.1,73,24,4.38,UY,few clouds
648,Tatawin,32.9297,10.4518,83.25,37,0,4.54,TN,clear sky
649,Mananjary,-21.2167,48.3333,65.19,92,11,4.43,MG,few clouds
650,Kotaparh,19.15,82.35,74.55,89,57,4.14,IN,broken clouds
651,Lask,51.5906,19.1328,61.02,98,100,1.01,PL,light rain
652,Beoumi,7.6736,-5.5764,74.26,81,87,5.39,CI,overcast clouds
653,Obera,-27.4871,-55.1199,51.08,80,12,2.51,AR,few clouds
654,Mwinilunga,-11.7358,24.4293,58.32,42,0,1.86,ZM,clear sky
655,Balkanabat,39.5108,54.3671,84.15,50,0,7.05,TM,clear sky
656,Camocim,-2.9022,-40.8411,79.56,80,77,15.75,BR,broken clouds
657,Akonolinga,3.7667,12.25,66.88,98,43,4.03,CM,scattered clouds
658,Xuddur,4.1213,43.8894,71.17,74,72,20.36,SO,broken clouds
659,Kartarpur,31.44,75.4997,76.3,94,98,6.04,IN,overcast clouds
660,Manicore,-5.8092,-61.3003,82.35,69,0,1.14,BR,clear sky
661,Mariental,-24.6333,17.9667,50.25,27,9,6.93,NA,clear sky
662,Bousso,10.4795,16.7117,75.0,85,97,3.67,TD,light rain
663,Villa Carlos Paz,-31.4241,-64.4978,63.9,23,6,15.01,AR,clear sky
664,Pitimbu,-7.4706,-34.8086,73.99,93,100,9.98,BR,moderate rain
665,Shache,38.4167,77.2406,77.72,26,95,19.84,CN,overcast clouds
666,Bouza,14.4229,6.0428,75.51,69,100,12.26,NE,light rain
667,Batsfjord,70.6345,29.7185,49.93,100,100,9.22,NO,overcast clouds
668,Bull Savanna,17.8868,-77.5902,82.51,72,37,7.99,JM,scattered clouds
669,Sabha,27.0377,14.4283,88.29,22,0,11.23,LY,clear sky
670,Lac-Au-Saumon,48.421,-67.3476,69.57,68,25,9.71,CA,scattered clouds
671,Thaba-Tseka,-29.522,28.6084,39.9,76,50,4.72,LS,scattered clouds
672,Kiruna,67.8557,20.2251,49.12,76,74,4.61,SE,broken clouds
673,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.6,86,99,9.26,BR,overcast clouds
674,Neuquen,-38.9516,-68.0591,51.69,50,0,0.0,AR,clear sky
675,Am Timan,11.0297,20.2827,75.04,82,93,5.48,TD,moderate rain
676,Princes Town,10.2667,-61.3833,84.47,83,99,6.55,TT,overcast clouds
677,Khor,47.8861,134.9464,73.2,87,3,6.22,RU,clear sky
678,Kirkwood,38.5834,-90.4068,81.52,64,75,5.75,US,broken clouds
679,Canto Do Buriti,-8.11,-42.9444,83.75,39,38,3.27,BR,scattered clouds
680,Mega,4.05,38.3,61.66,64,95,14.83,ET,overcast clouds
681,Atasu,48.6814,71.6433,63.95,69,97,5.26,KZ,overcast clouds
682,Zelenoborsk,61.4669,64.0333,62.42,91,100,6.08,RU,overcast clouds
683,Warangal,18.0,79.5833,79.12,82,100,1.3,IN,overcast clouds
684,Sladkovo,55.5284,70.3385,58.08,94,32,7.2,RU,scattered clouds
